timestamp,stock_a,stock_b,status,direction,z_score,beta,bt_trades,bt_win_rate,bt_profit_factor,bt_total_pnl,bt_sharpe,bt_avg_hold,reject_reason
2026-02-17 21:42:46,CMI,LUV,REJECTED,SHORT,+2.2969,0.4658,27,37.0,0.58,-268.98,-0.83,13.5,WR 37.0% < 50.0% | PF 0.58x < 1.1x | P&L $-268.98 ≤ $0 | Failed H1 P&L ($-84) | Failed H2 P&L ($-185)
2026-02-17 21:42:46,GL,TRV,REJECTED,LONG,-1.5111,0.3653,30,46.7,1.69,+174.95,+0.60,12.7,WR 46.7% < 50.0% | Low Recent Cointegration: ADF p=0.289 > 0.1
2026-02-17 21:42:46,CEG,XEL,REJECTED,SHORT,+3.9087,-0.4126,21,47.6,1.18,+77.22,+0.20,18.5,WR 47.6% < 50.0% | Failed H2 P&L ($-61) | Low Recent Momentum: last 5 trades P&L=$-41 | Low Recent Cointegration: ADF p=0.976 > 0.1
2026-02-17 21:42:46,GOOG,WBD,REJECTED,SHORT,+2.5968,0.2095,29,44.8,0.64,-261.48,-0.80,12.9,WR 44.8% < 50.0% | PF 0.64x < 1.1x | P&L $-261.48 ≤ $0 | Failed H1 P&L ($-151) | Failed H2 P&L ($-110) | Low Recent Momentum: last 5 trades P&L=$-16 | Low Recent Cointegration: ADF p=0.383 > 0.1
2026-02-17 21:42:46,DHR,REGN,REJECTED,SHORT,+2.1933,0.1578,26,38.5,0.95,-20.12,-0.09,13.9,WR 38.5% < 50.0% | PF 0.95x < 1.1x | P&L $-20.12 ≤ $0 | Failed H2 P&L ($-81) | Low Recent Momentum: last 5 trades P&L=$-112 | Low Recent Cointegration: ADF p=0.454 > 0.1
2026-02-17 21:42:46,GOOGL,WBD,REJECTED,SHORT,+2.6033,0.2026,29,44.8,0.84,-117.95,-0.30,12.9,WR 44.8% < 50.0% | PF 0.84x < 1.1x | P&L $-117.95 ≤ $0 | Failed H1 P&L ($-159) | Low Recent Momentum: last 5 trades P&L=$-17 | Low Recent Cointegration: ADF p=0.392 > 0.1
2026-02-17 21:42:46,COF,WFC,REJECTED,SHORT,+1.5347,1.2049,29,51.7,1.02,+4.02,+0.04,11.8,PF 1.02x < 1.1x | Failed H2 P&L ($-21) | Low Recent Momentum: last 5 trades P&L=$-22 | Low Recent Cointegration: ADF p=0.849 > 0.1
2026-02-17 21:42:46,BAX,MOH,REJECTED,SHORT,+2.1418,0.0908,24,54.2,1.31,+145.30,+0.40,16.9,Failed H2 P&L ($-57) | Low Recent Cointegration: ADF p=0.104 > 0.1
2026-02-17 21:42:46,AMZN,TSLA,REJECTED,LONG,-3.4627,0.1496,29,37.9,0.66,-315.71,-0.61,11.2,WR 37.9% < 50.0% | PF 0.66x < 1.1x | P&L $-315.71 ≤ $0 | Failed H2 P&L ($-472) | Low Recent Momentum: last 5 trades P&L=$-82 | Low Recent Cointegration: ADF p=0.291 > 0.1
2026-02-17 21:42:46,HD,NCLH,REJECTED,LONG,-2.5054,0.2091,28,35.7,0.67,-188.97,-0.63,13.4,WR 35.7% < 50.0% | PF 0.67x < 1.1x | P&L $-188.97 ≤ $0 | Failed H1 P&L ($-43) | Failed H2 P&L ($-146) | Low Recent Momentum: last 5 trades P&L=$-76
2026-02-17 21:42:46,AXP,BAC,REJECTED,SHORT,+1.5177,0.7471,24,41.7,0.44,-133.40,-1.17,16.1,WR 41.7% < 50.0% | PF 0.44x < 1.1x | P&L $-133.40 ≤ $0 | Failed H1 P&L ($-164) | Low Recent Cointegration: ADF p=0.799 > 0.1
2026-02-17 21:42:46,GOOGL,GOOG,REJECTED,LONG,-2.4587,1.0085,25,4.0,0.00,-59.09,-8.87,14.1,WR 4.0% < 50.0% | PF 0.00x < 1.1x | P&L $-59.09 ≤ $0 | Failed H1 P&L ($-18) | Failed H2 P&L ($-41) | Low Recent Momentum: last 5 trades P&L=$-15 | Low Recent Cointegration: ADF p=0.302 > 0.1
2026-02-17 21:42:46,IR,ODFL,REJECTED,LONG,-1.9006,0.5542,26,42.3,0.40,-273.37,-1.27,13.8,WR 42.3% < 50.0% | PF 0.40x < 1.1x | P&L $-273.37 ≤ $0 | Failed H1 P&L ($-314) | Low Recent Momentum: last 5 trades P&L=$-35 | Low Recent Cointegration: ADF p=0.285 > 0.1
2026-02-17 21:42:46,IBKR,WFC,REJECTED,LONG,-1.6991,0.3846,24,50.0,0.85,-54.23,-0.24,14.9,PF 0.85x < 1.1x | P&L $-54.23 ≤ $0 | Failed H1 P&L ($-11) | Failed H2 P&L ($-43) | Low Recent Momentum: last 5 trades P&L=$-76 | Low Recent Cointegration: ADF p=0.420 > 0.1
2026-02-17 21:42:46,BF-B,GIS,REJECTED,LONG,-2.8896,0.9200,24,62.5,2.97,+298.70,+1.49,16.6,Low Recent Cointegration: ADF p=0.553 > 0.1
2026-02-17 21:42:46,DG,DLTR,REJECTED,SHORT,+2.6056,1.2624,23,56.5,1.05,+19.75,+0.08,15.5,PF 1.05x < 1.1x | Failed H2 P&L ($-184) | Low Recent Momentum: last 5 trades P&L=$-51 | Low Recent Cointegration: ADF p=0.649 > 0.1
2026-02-17 21:45:39,HWM,JCI,REJECTED,LONG,-2.6954,0.4048,26,30.8,0.30,-395.91,-1.57,14.8,WR 30.8% < 50.0% | PF 0.30x < 1.1x | P&L $-395.91 ≤ $0 | Failed H1 P&L ($-282) | Failed H2 P&L ($-114) | Low Recent Cointegration: ADF p=0.640 > 0.1
2026-02-17 21:45:39,APD,IP,REJECTED,LONG,-1.8759,0.6456,28,82.1,3.12,+307.32,+1.54,13.1,Low Recent Cointegration: ADF p=0.727 > 0.1
2026-02-17 21:45:39,PPL,WEC,REJECTED,SHORT,+1.7558,0.7866,29,24.1,0.30,-120.45,-2.14,13.1,WR 24.1% < 50.0% | PF 0.30x < 1.1x | P&L $-120.45 ≤ $0 | Failed H1 P&L ($-50) | Failed H2 P&L ($-71) | Low Recent Momentum: last 5 trades P&L=$-29 | Low Recent Cointegration: ADF p=0.348 > 0.1
2026-02-17 21:45:39,J,PNR,REJECTED,SHORT,+1.6183,-0.4687,19,52.6,0.86,-38.83,-0.21,20.6,PF 0.86x < 1.1x | P&L $-38.83 ≤ $0 | Failed H1 P&L ($-129) | Low Recent Cointegration: ADF p=0.367 > 0.1
2026-02-17 21:45:39,NI,XEL,REJECTED,LONG,-4.0457,0.5162,23,30.4,0.48,-93.93,-1.18,15.2,WR 30.4% < 50.0% | PF 0.48x < 1.1x | P&L $-93.93 ≤ $0 | Failed H1 P&L ($-105) | Low Recent Cointegration: ADF p=0.211 > 0.1
2026-02-17 21:45:39,AME,LUV,REJECTED,LONG,-1.6611,0.3894,33,33.3,0.42,-362.11,-1.36,11.7,WR 33.3% < 50.0% | PF 0.42x < 1.1x | P&L $-362.11 ≤ $0 | Failed H1 P&L ($-241) | Failed H2 P&L ($-122) | Low Recent Momentum: last 5 trades P&L=$-63 | Low Recent Cointegration: ADF p=0.425 > 0.1
2026-02-17 21:45:39,KEY,RF,REJECTED,SHORT,+3.0635,1.2112,34,41.2,0.40,-111.19,-1.49,9.3,WR 41.2% < 50.0% | PF 0.40x < 1.1x | P&L $-111.19 ≤ $0 | Failed H1 P&L ($-119) | Low Recent Momentum: last 5 trades P&L=$-7 | Low Recent Cointegration: ADF p=0.769 > 0.1
2026-02-17 21:45:39,EME,NSC,REJECTED,LONG,-1.8429,1.7710,26,30.8,0.70,-146.62,-0.51,15.1,WR 30.8% < 50.0% | PF 0.70x < 1.1x | P&L $-146.62 ≤ $0 | Failed H1 P&L ($-11) | Failed H2 P&L ($-135) | Low Recent Momentum: last 5 trades P&L=$-85 | Low Recent Cointegration: ADF p=0.401 > 0.1
2026-02-17 21:45:39,LNT,XEL,REJECTED,LONG,-3.0204,0.5835,33,45.5,1.02,+1.87,+0.02,10.7,WR 45.5% < 50.0% | PF 1.02x < 1.1x | Failed H1 P&L ($-57) | Low Recent Cointegration: ADF p=0.743 > 0.1
2026-02-17 21:45:39,ALL,TRV,REJECTED,SHORT,+2.6213,0.7327,30,43.3,0.86,-26.11,-0.26,12.0,WR 43.3% < 50.0% | PF 0.86x < 1.1x | P&L $-26.11 ≤ $0 | Failed H2 P&L ($-78) | Low Recent Momentum: last 5 trades P&L=$-44 | Low Recent Cointegration: ADF p=0.178 > 0.1
2026-02-17 21:45:39,CMI,LUV,REJECTED,SHORT,+2.2969,0.4658,27,37.0,0.58,-268.98,-0.83,13.5,WR 37.0% < 50.0% | PF 0.58x < 1.1x | P&L $-268.98 ≤ $0 | Failed H1 P&L ($-84) | Failed H2 P&L ($-185)
2026-02-17 21:45:39,GL,TRV,REJECTED,LONG,-1.5111,0.3653,30,46.7,1.69,+174.95,+0.60,12.7,WR 46.7% < 50.0% | Low Recent Cointegration: ADF p=0.289 > 0.1
2026-02-17 21:45:39,CEG,XEL,REJECTED,SHORT,+3.9087,-0.4126,21,47.6,1.18,+77.22,+0.20,18.5,WR 47.6% < 50.0% | Failed H2 P&L ($-61) | Low Recent Momentum: last 5 trades P&L=$-41 | Low Recent Cointegration: ADF p=0.976 > 0.1
2026-02-17 21:45:39,GOOG,WBD,REJECTED,SHORT,+2.5968,0.2095,29,44.8,0.64,-261.48,-0.80,12.9,WR 44.8% < 50.0% | PF 0.64x < 1.1x | P&L $-261.48 ≤ $0 | Failed H1 P&L ($-151) | Failed H2 P&L ($-110) | Low Recent Momentum: last 5 trades P&L=$-16 | Low Recent Cointegration: ADF p=0.383 > 0.1
2026-02-17 21:45:39,DHR,REGN,REJECTED,SHORT,+2.1933,0.1578,26,38.5,0.95,-20.12,-0.09,13.9,WR 38.5% < 50.0% | PF 0.95x < 1.1x | P&L $-20.12 ≤ $0 | Failed H2 P&L ($-81) | Low Recent Momentum: last 5 trades P&L=$-112 | Low Recent Cointegration: ADF p=0.454 > 0.1
2026-02-17 21:45:39,GOOGL,WBD,REJECTED,SHORT,+2.6033,0.2026,29,44.8,0.84,-117.95,-0.30,12.9,WR 44.8% < 50.0% | PF 0.84x < 1.1x | P&L $-117.95 ≤ $0 | Failed H1 P&L ($-159) | Low Recent Momentum: last 5 trades P&L=$-17 | Low Recent Cointegration: ADF p=0.392 > 0.1
2026-02-17 21:45:39,COF,WFC,REJECTED,SHORT,+1.5347,1.2049,29,51.7,1.02,+4.02,+0.04,11.8,PF 1.02x < 1.1x | Failed H2 P&L ($-21) | Low Recent Momentum: last 5 trades P&L=$-22 | Low Recent Cointegration: ADF p=0.849 > 0.1
2026-02-17 21:45:39,BAX,MOH,REJECTED,SHORT,+2.1418,0.0908,24,54.2,1.31,+145.30,+0.40,16.9,Failed H2 P&L ($-57) | Low Recent Cointegration: ADF p=0.104 > 0.1
2026-02-17 21:45:39,AMZN,TSLA,REJECTED,LONG,-3.4627,0.1496,29,37.9,0.66,-315.71,-0.61,11.2,WR 37.9% < 50.0% | PF 0.66x < 1.1x | P&L $-315.71 ≤ $0 | Failed H2 P&L ($-472) | Low Recent Momentum: last 5 trades P&L=$-82 | Low Recent Cointegration: ADF p=0.291 > 0.1
2026-02-17 21:45:39,HD,NCLH,REJECTED,LONG,-2.5054,0.2091,28,35.7,0.67,-188.97,-0.63,13.4,WR 35.7% < 50.0% | PF 0.67x < 1.1x | P&L $-188.97 ≤ $0 | Failed H1 P&L ($-43) | Failed H2 P&L ($-146) | Low Recent Momentum: last 5 trades P&L=$-76
2026-02-17 21:45:39,AXP,BAC,REJECTED,SHORT,+1.5177,0.7471,24,41.7,0.44,-133.40,-1.17,16.1,WR 41.7% < 50.0% | PF 0.44x < 1.1x | P&L $-133.40 ≤ $0 | Failed H1 P&L ($-164) | Low Recent Cointegration: ADF p=0.799 > 0.1
2026-02-17 21:45:39,GOOGL,GOOG,REJECTED,LONG,-2.4587,1.0085,25,4.0,0.00,-59.09,-8.87,14.1,WR 4.0% < 50.0% | PF 0.00x < 1.1x | P&L $-59.09 ≤ $0 | Failed H1 P&L ($-18) | Failed H2 P&L ($-41) | Low Recent Momentum: last 5 trades P&L=$-15 | Low Recent Cointegration: ADF p=0.302 > 0.1
2026-02-17 21:45:39,IR,ODFL,REJECTED,LONG,-1.9006,0.5542,26,42.3,0.40,-273.37,-1.27,13.8,WR 42.3% < 50.0% | PF 0.40x < 1.1x | P&L $-273.37 ≤ $0 | Failed H1 P&L ($-314) | Low Recent Momentum: last 5 trades P&L=$-35 | Low Recent Cointegration: ADF p=0.285 > 0.1
2026-02-17 21:45:39,IBKR,WFC,REJECTED,LONG,-1.6991,0.3846,24,50.0,0.85,-54.23,-0.24,14.9,PF 0.85x < 1.1x | P&L $-54.23 ≤ $0 | Failed H1 P&L ($-11) | Failed H2 P&L ($-43) | Low Recent Momentum: last 5 trades P&L=$-76 | Low Recent Cointegration: ADF p=0.420 > 0.1
2026-02-17 21:45:39,BF-B,GIS,REJECTED,LONG,-2.8896,0.9200,24,62.5,2.97,+298.70,+1.49,16.6,Low Recent Cointegration: ADF p=0.553 > 0.1
2026-02-17 21:45:39,DG,DLTR,REJECTED,SHORT,+2.6056,1.2624,23,56.5,1.05,+19.75,+0.08,15.5,PF 1.05x < 1.1x | Failed H2 P&L ($-184) | Low Recent Momentum: last 5 trades P&L=$-51 | Low Recent Cointegration: ADF p=0.649 > 0.1
2026-02-17 22:49:00,HWM,JCI,REJECTED,LONG,-2.6954,0.4048,26,30.8,0.30,-395.91,-1.57,14.8,WR 30.8% < 50.0% | PF 0.30x < 1.1x | P&L $-395.91 ≤ $0 | Failed H1 P&L ($-282) | Failed H2 P&L ($-114) | Low Recent Cointegration: ADF p=0.640 > 0.1
2026-02-17 22:49:00,APD,IP,REJECTED,LONG,-1.8759,0.6456,28,82.1,3.12,+307.32,+1.54,13.1,Low Recent Cointegration: ADF p=0.727 > 0.1
2026-02-17 22:49:00,PPL,WEC,REJECTED,SHORT,+1.7558,0.7866,29,24.1,0.30,-120.45,-2.14,13.1,WR 24.1% < 50.0% | PF 0.30x < 1.1x | P&L $-120.45 ≤ $0 | Failed H1 P&L ($-50) | Failed H2 P&L ($-71) | Low Recent Momentum: last 5 trades P&L=$-29 | Low Recent Cointegration: ADF p=0.348 > 0.1
2026-02-17 22:49:00,J,PNR,REJECTED,SHORT,+1.6183,-0.4687,19,52.6,0.86,-38.83,-0.21,20.6,PF 0.86x < 1.1x | P&L $-38.83 ≤ $0 | Failed H1 P&L ($-129) | Low Recent Cointegration: ADF p=0.367 > 0.1
2026-02-17 22:49:00,NI,XEL,REJECTED,LONG,-4.0457,0.5162,23,30.4,0.48,-93.93,-1.18,15.2,WR 30.4% < 50.0% | PF 0.48x < 1.1x | P&L $-93.93 ≤ $0 | Failed H1 P&L ($-105) | Low Recent Cointegration: ADF p=0.211 > 0.1
2026-02-17 22:49:00,AME,LUV,REJECTED,LONG,-1.6611,0.3894,33,33.3,0.42,-362.11,-1.36,11.7,WR 33.3% < 50.0% | PF 0.42x < 1.1x | P&L $-362.11 ≤ $0 | Failed H1 P&L ($-241) | Failed H2 P&L ($-122) | Low Recent Momentum: last 5 trades P&L=$-63 | Low Recent Cointegration: ADF p=0.425 > 0.1
2026-02-17 22:49:00,KEY,RF,REJECTED,SHORT,+3.0635,1.2112,34,41.2,0.40,-111.19,-1.49,9.3,WR 41.2% < 50.0% | PF 0.40x < 1.1x | P&L $-111.19 ≤ $0 | Failed H1 P&L ($-119) | Low Recent Momentum: last 5 trades P&L=$-7 | Low Recent Cointegration: ADF p=0.769 > 0.1
2026-02-17 22:49:00,EME,NSC,REJECTED,LONG,-1.8429,1.7710,26,30.8,0.70,-146.62,-0.51,15.1,WR 30.8% < 50.0% | PF 0.70x < 1.1x | P&L $-146.62 ≤ $0 | Failed H1 P&L ($-11) | Failed H2 P&L ($-135) | Low Recent Momentum: last 5 trades P&L=$-85 | Low Recent Cointegration: ADF p=0.401 > 0.1
2026-02-17 22:49:00,LNT,XEL,REJECTED,LONG,-3.0204,0.5835,33,45.5,1.02,+1.87,+0.02,10.7,WR 45.5% < 50.0% | PF 1.02x < 1.1x | Failed H1 P&L ($-57) | Low Recent Cointegration: ADF p=0.743 > 0.1
2026-02-17 22:49:00,ALL,TRV,REJECTED,SHORT,+2.6213,0.7327,30,43.3,0.86,-26.11,-0.26,12.0,WR 43.3% < 50.0% | PF 0.86x < 1.1x | P&L $-26.11 ≤ $0 | Failed H2 P&L ($-78) | Low Recent Momentum: last 5 trades P&L=$-44 | Low Recent Cointegration: ADF p=0.178 > 0.1
2026-02-17 22:49:00,CMI,LUV,REJECTED,SHORT,+2.2969,0.4658,27,37.0,0.58,-268.98,-0.83,13.5,WR 37.0% < 50.0% | PF 0.58x < 1.1x | P&L $-268.98 ≤ $0 | Failed H1 P&L ($-84) | Failed H2 P&L ($-185)
2026-02-17 22:49:00,GL,TRV,REJECTED,LONG,-1.5111,0.3653,30,46.7,1.69,+174.95,+0.60,12.7,WR 46.7% < 50.0% | Low Recent Cointegration: ADF p=0.289 > 0.1
2026-02-17 22:49:00,CEG,XEL,REJECTED,SHORT,+3.9087,-0.4126,21,47.6,1.18,+77.22,+0.20,18.5,WR 47.6% < 50.0% | Failed H2 P&L ($-61) | Low Recent Momentum: last 5 trades P&L=$-41 | Low Recent Cointegration: ADF p=0.976 > 0.1
2026-02-17 22:49:00,GOOG,WBD,REJECTED,SHORT,+2.5968,0.2095,29,44.8,0.64,-261.48,-0.80,12.9,WR 44.8% < 50.0% | PF 0.64x < 1.1x | P&L $-261.48 ≤ $0 | Failed H1 P&L ($-151) | Failed H2 P&L ($-110) | Low Recent Momentum: last 5 trades P&L=$-16 | Low Recent Cointegration: ADF p=0.383 > 0.1
2026-02-17 22:49:00,DHR,REGN,REJECTED,SHORT,+2.1933,0.1578,26,38.5,0.95,-20.12,-0.09,13.9,WR 38.5% < 50.0% | PF 0.95x < 1.1x | P&L $-20.12 ≤ $0 | Failed H2 P&L ($-81) | Low Recent Momentum: last 5 trades P&L=$-112 | Low Recent Cointegration: ADF p=0.454 > 0.1
2026-02-17 22:49:00,GOOGL,WBD,REJECTED,SHORT,+2.6033,0.2026,29,44.8,0.84,-117.95,-0.30,12.9,WR 44.8% < 50.0% | PF 0.84x < 1.1x | P&L $-117.95 ≤ $0 | Failed H1 P&L ($-159) | Low Recent Momentum: last 5 trades P&L=$-17 | Low Recent Cointegration: ADF p=0.392 > 0.1
2026-02-17 22:49:00,COF,WFC,REJECTED,SHORT,+1.5347,1.2049,29,51.7,1.02,+4.02,+0.04,11.8,PF 1.02x < 1.1x | Failed H2 P&L ($-21) | Low Recent Momentum: last 5 trades P&L=$-22 | Low Recent Cointegration: ADF p=0.849 > 0.1
2026-02-17 22:49:00,BAX,MOH,REJECTED,SHORT,+2.1418,0.0908,24,54.2,1.31,+145.30,+0.40,16.9,Failed H2 P&L ($-57) | Low Recent Cointegration: ADF p=0.104 > 0.1
2026-02-17 22:49:00,AMZN,TSLA,REJECTED,LONG,-3.4627,0.1496,29,37.9,0.66,-315.71,-0.61,11.2,WR 37.9% < 50.0% | PF 0.66x < 1.1x | P&L $-315.71 ≤ $0 | Failed H2 P&L ($-472) | Low Recent Momentum: last 5 trades P&L=$-82 | Low Recent Cointegration: ADF p=0.291 > 0.1
2026-02-17 22:49:00,HD,NCLH,REJECTED,LONG,-2.5054,0.2091,28,35.7,0.67,-188.97,-0.63,13.4,WR 35.7% < 50.0% | PF 0.67x < 1.1x | P&L $-188.97 ≤ $0 | Failed H1 P&L ($-43) | Failed H2 P&L ($-146) | Low Recent Momentum: last 5 trades P&L=$-76
2026-02-17 22:49:00,AXP,BAC,REJECTED,SHORT,+1.5177,0.7471,24,41.7,0.44,-133.40,-1.17,16.1,WR 41.7% < 50.0% | PF 0.44x < 1.1x | P&L $-133.40 ≤ $0 | Failed H1 P&L ($-164) | Low Recent Cointegration: ADF p=0.799 > 0.1
2026-02-17 22:49:00,GOOGL,GOOG,REJECTED,LONG,-2.4587,1.0085,25,4.0,0.00,-59.09,-8.87,14.1,WR 4.0% < 50.0% | PF 0.00x < 1.1x | P&L $-59.09 ≤ $0 | Failed H1 P&L ($-18) | Failed H2 P&L ($-41) | Low Recent Momentum: last 5 trades P&L=$-15 | Low Recent Cointegration: ADF p=0.302 > 0.1
2026-02-17 22:49:00,IR,ODFL,REJECTED,LONG,-1.9006,0.5542,26,42.3,0.40,-273.37,-1.27,13.8,WR 42.3% < 50.0% | PF 0.40x < 1.1x | P&L $-273.37 ≤ $0 | Failed H1 P&L ($-314) | Low Recent Momentum: last 5 trades P&L=$-35 | Low Recent Cointegration: ADF p=0.285 > 0.1
2026-02-17 22:49:00,IBKR,WFC,REJECTED,LONG,-1.6991,0.3846,24,50.0,0.85,-54.23,-0.24,14.9,PF 0.85x < 1.1x | P&L $-54.23 ≤ $0 | Failed H1 P&L ($-11) | Failed H2 P&L ($-43) | Low Recent Momentum: last 5 trades P&L=$-76 | Low Recent Cointegration: ADF p=0.420 > 0.1
2026-02-17 22:49:00,BF-B,GIS,REJECTED,LONG,-2.8896,0.9200,24,62.5,2.97,+298.70,+1.49,16.6,Low Recent Cointegration: ADF p=0.553 > 0.1
2026-02-17 22:49:00,DG,DLTR,REJECTED,SHORT,+2.6056,1.2624,23,56.5,1.05,+19.75,+0.08,15.5,PF 1.05x < 1.1x | Failed H2 P&L ($-184) | Low Recent Momentum: last 5 trades P&L=$-51 | Low Recent Cointegration: ADF p=0.649 > 0.1
2026-02-17 22:51:02,HWM,JCI,REJECTED,LONG,-2.6954,0.4048,26,30.8,0.30,-395.91,-1.57,14.8,WR 30.8% < 50.0% | PF 0.30x < 1.1x | P&L $-395.91 ≤ $0 | Failed H1 P&L ($-282) | Failed H2 P&L ($-114) | Low Recent Cointegration: ADF p=0.640 > 0.1
2026-02-17 22:51:02,APD,IP,REJECTED,LONG,-1.8759,0.6456,28,82.1,3.12,+307.32,+1.54,13.1,Low Recent Cointegration: ADF p=0.727 > 0.1
2026-02-17 22:51:02,PPL,WEC,REJECTED,SHORT,+1.7558,0.7866,29,24.1,0.30,-120.45,-2.14,13.1,WR 24.1% < 50.0% | PF 0.30x < 1.1x | P&L $-120.45 ≤ $0 | Failed H1 P&L ($-50) | Failed H2 P&L ($-71) | Low Recent Momentum: last 5 trades P&L=$-29 | Low Recent Cointegration: ADF p=0.348 > 0.1
2026-02-17 22:51:02,J,PNR,REJECTED,SHORT,+1.6183,-0.4687,19,52.6,0.86,-38.83,-0.21,20.6,PF 0.86x < 1.1x | P&L $-38.83 ≤ $0 | Failed H1 P&L ($-129) | Low Recent Cointegration: ADF p=0.367 > 0.1
2026-02-17 22:51:02,NI,XEL,REJECTED,LONG,-4.0457,0.5162,23,30.4,0.48,-93.93,-1.18,15.2,WR 30.4% < 50.0% | PF 0.48x < 1.1x | P&L $-93.93 ≤ $0 | Failed H1 P&L ($-105) | Low Recent Cointegration: ADF p=0.211 > 0.1
2026-02-17 22:51:02,AME,LUV,REJECTED,LONG,-1.6611,0.3894,33,33.3,0.42,-362.11,-1.36,11.7,WR 33.3% < 50.0% | PF 0.42x < 1.1x | P&L $-362.11 ≤ $0 | Failed H1 P&L ($-241) | Failed H2 P&L ($-122) | Low Recent Momentum: last 5 trades P&L=$-63 | Low Recent Cointegration: ADF p=0.425 > 0.1
2026-02-17 22:51:02,KEY,RF,REJECTED,SHORT,+3.0635,1.2112,34,41.2,0.40,-111.19,-1.49,9.3,WR 41.2% < 50.0% | PF 0.40x < 1.1x | P&L $-111.19 ≤ $0 | Failed H1 P&L ($-119) | Low Recent Momentum: last 5 trades P&L=$-7 | Low Recent Cointegration: ADF p=0.769 > 0.1
2026-02-17 22:51:02,EME,NSC,REJECTED,LONG,-1.8429,1.7710,26,30.8,0.70,-146.62,-0.51,15.1,WR 30.8% < 50.0% | PF 0.70x < 1.1x | P&L $-146.62 ≤ $0 | Failed H1 P&L ($-11) | Failed H2 P&L ($-135) | Low Recent Momentum: last 5 trades P&L=$-85 | Low Recent Cointegration: ADF p=0.401 > 0.1
2026-02-17 22:51:02,LNT,XEL,REJECTED,LONG,-3.0204,0.5835,33,45.5,1.02,+1.87,+0.02,10.7,WR 45.5% < 50.0% | PF 1.02x < 1.1x | Failed H1 P&L ($-57) | Low Recent Cointegration: ADF p=0.743 > 0.1
2026-02-17 22:51:02,ALL,TRV,REJECTED,SHORT,+2.6213,0.7327,30,43.3,0.86,-26.11,-0.26,12.0,WR 43.3% < 50.0% | PF 0.86x < 1.1x | P&L $-26.11 ≤ $0 | Failed H2 P&L ($-78) | Low Recent Momentum: last 5 trades P&L=$-44 | Low Recent Cointegration: ADF p=0.178 > 0.1
2026-02-17 22:51:02,CMI,LUV,REJECTED,SHORT,+2.2969,0.4658,27,37.0,0.58,-268.98,-0.83,13.5,WR 37.0% < 50.0% | PF 0.58x < 1.1x | P&L $-268.98 ≤ $0 | Failed H1 P&L ($-84) | Failed H2 P&L ($-185)
2026-02-17 22:51:02,GL,TRV,REJECTED,LONG,-1.5111,0.3653,30,46.7,1.69,+174.95,+0.60,12.7,WR 46.7% < 50.0% | Low Recent Cointegration: ADF p=0.289 > 0.1
2026-02-17 22:51:02,CEG,XEL,REJECTED,SHORT,+3.9087,-0.4126,21,47.6,1.18,+77.22,+0.20,18.5,WR 47.6% < 50.0% | Failed H2 P&L ($-61) | Low Recent Momentum: last 5 trades P&L=$-41 | Low Recent Cointegration: ADF p=0.976 > 0.1
2026-02-17 22:51:02,GOOG,WBD,REJECTED,SHORT,+2.5968,0.2095,29,44.8,0.64,-261.48,-0.80,12.9,WR 44.8% < 50.0% | PF 0.64x < 1.1x | P&L $-261.48 ≤ $0 | Failed H1 P&L ($-151) | Failed H2 P&L ($-110) | Low Recent Momentum: last 5 trades P&L=$-16 | Low Recent Cointegration: ADF p=0.383 > 0.1
2026-02-17 22:51:02,DHR,REGN,REJECTED,SHORT,+2.1933,0.1578,26,38.5,0.95,-20.12,-0.09,13.9,WR 38.5% < 50.0% | PF 0.95x < 1.1x | P&L $-20.12 ≤ $0 | Failed H2 P&L ($-81) | Low Recent Momentum: last 5 trades P&L=$-112 | Low Recent Cointegration: ADF p=0.454 > 0.1
2026-02-17 22:51:02,GOOGL,WBD,REJECTED,SHORT,+2.6033,0.2026,29,44.8,0.84,-117.95,-0.30,12.9,WR 44.8% < 50.0% | PF 0.84x < 1.1x | P&L $-117.95 ≤ $0 | Failed H1 P&L ($-159) | Low Recent Momentum: last 5 trades P&L=$-17 | Low Recent Cointegration: ADF p=0.392 > 0.1
2026-02-17 22:51:02,COF,WFC,REJECTED,SHORT,+1.5347,1.2049,29,51.7,1.02,+4.02,+0.04,11.8,PF 1.02x < 1.1x | Failed H2 P&L ($-21) | Low Recent Momentum: last 5 trades P&L=$-22 | Low Recent Cointegration: ADF p=0.849 > 0.1
2026-02-17 22:51:02,BAX,MOH,REJECTED,SHORT,+2.1418,0.0908,24,54.2,1.31,+145.30,+0.40,16.9,Failed H2 P&L ($-57) | Low Recent Cointegration: ADF p=0.104 > 0.1
2026-02-17 22:51:02,AMZN,TSLA,REJECTED,LONG,-3.4627,0.1496,29,37.9,0.66,-315.71,-0.61,11.2,WR 37.9% < 50.0% | PF 0.66x < 1.1x | P&L $-315.71 ≤ $0 | Failed H2 P&L ($-472) | Low Recent Momentum: last 5 trades P&L=$-82 | Low Recent Cointegration: ADF p=0.291 > 0.1
2026-02-17 22:51:02,HD,NCLH,REJECTED,LONG,-2.5054,0.2091,28,35.7,0.67,-188.97,-0.63,13.4,WR 35.7% < 50.0% | PF 0.67x < 1.1x | P&L $-188.97 ≤ $0 | Failed H1 P&L ($-43) | Failed H2 P&L ($-146) | Low Recent Momentum: last 5 trades P&L=$-76
